ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag
TKT00362,phone,The refund process was fast and convenient.,positive,7,0
TKT00363,phone,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00364,chat,Please tell me how to update my account details.,neutral,9,0
TKT00365,phone,I would like to know more about the available plans. My ticket number is 29875.,neutral,15,0
TKT00366,chat,The installation was completed on time and everything works perfectly. My ticket number is 97605.,positive,15,0
TKT00367,phone,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1
TKT00368,social,Can you share the status of my order request? My ticket number is 24020.,neutral,14,0
TKT00369,chat,The subscription is working well and I am happy with the service.,positive,12,0
TKT00370,email,The mobile app keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,18,1
TKT00371,social,Can you confirm whether my ticket has been assigned? My ticket number is 67074.,neutral,14,0
TKT00372,phone,Please provide the steps to activate login. Please respond as soon as possible.,neutral,13,1
TKT00373,email,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00374,social,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00375,app,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT00376,app,I like the new tracking and it is easy to use.,positive,11,0
TKT00377,chat,The delivery was smooth and the product quality is excellent. My ticket number is 18383. I appreciate the quick response.,positive,20,0
TKT00378,social,Can someone explain the difference between the plans?,neutral,8,0
TKT00379,app,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00380,social,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1
TKT00381,phone,The delivery was late and the package arrived damaged. My ticket number is 32032.,negative,14,1
TKT00382,email,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00383,email,I am very unhappy because my order has not worked since three days ago. My ticket number is 79397.,negative,19,0
TKT00384,email,Great service and clear communication from the support team. My ticket number is 83997.,positive,14,0
TKT00385,chat,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00386,email,I like the new video call and it is easy to use.,positive,12,0
TKT00387,social,I would like to know more about the available plans.,neutral,10,0
TKT00388,chat,The subscription keeps failing and support has not resolved my issue. My ticket number is 76301.,negative,16,1
TKT00389,social,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00390,app,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00391,social,Can you share the status of my dashboard request? My ticket number is 93205.,neutral,14,0
TKT00392,app,Can you confirm whether my ticket has been assigned? My ticket number is 89521.,neutral,14,0
TKT00393,social,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00394,chat,I want to understand the warranty terms for this product.,neutral,10,0
TKT00395,phone,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0
TKT00396,social,I would like to know more about the available plans. My ticket number is 90837.,neutral,15,0
TKT00397,email,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00398,social,The response from the team was helpful and professional. My ticket number is 72282. I appreciate the quick response.,positive,19,0
TKT00399,email,I need help finding the invoice for my last order.,neutral,10,0
TKT00400,social,Can someone explain the difference between the plans? My ticket number is 56129.,neutral,13,0
TKT00401,app,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1
TKT00402,app,The internet speed is slow and customer care is not helping.,negative,11,0
TKT00403,social,The product quality is bad and I regret purchasing it. My ticket number is 89289. Please respond as soon as possible.,negative,21,1
TKT00404,chat,The order is working well and I am happy with the service.,positive,12,0
TKT00405,email,I am checking if there is any scheduled maintenance today. My ticket number is 88882.,neutral,15,0
TKT00406,email,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00407,social,Can someone explain the difference between the plans?,neutral,8,0
TKT00408,chat,I need help finding the invoice for my last order.,neutral,10,0
TKT00409,app,The internet speed is slow and customer care is not helping. My ticket number is 16019.,negative,16,0
TKT00410,email,The product quality is bad and I regret purchasing it.,negative,10,1
TKT00411,phone,I need help finding the invoice for my last order.,neutral,10,0
TKT00412,chat,I need help finding the invoice for my last order.,neutral,10,0
TKT00413,email,Can you share the status of my subscription request?,neutral,9,0
TKT00414,phone,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 88027.,negative,16,1
TKT00415,chat,Please provide the steps to activate notifications. My ticket number is 15061.,neutral,12,0
TKT00416,chat,The app crashes whenever I try to use report download. My ticket number is 65767.,negative,15,1
TKT00417,email,I am very unhappy because my order has not worked since last week.,negative,13,1
TKT00418,social,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1
TKT00419,phone,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00420,chat,The mobile app keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,18,1
TKT00421,email,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00422,chat,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00423,social,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT00424,email,I want to cancel because the service quality is poor and unreliable. My ticket number is 50976. Please respond as soon as possible.,negative,23,1
TKT00425,email,I am satisfied with the plan and would recommend it to others. My ticket number is 18724. I appreciate the quick response.,positive,22,0
TKT00426,phone,Can you share the status of my order request? My ticket number is 68751.,neutral,14,0
TKT00427,phone,I want to understand the warranty terms for this product. My ticket number is 79327.,neutral,15,0
TKT00428,social,The internet speed is slow and customer care is not helping. My ticket number is 84852.,negative,16,1
TKT00429,chat,The app crashes whenever I try to use report download.,negative,10,1
TKT00430,app,I would like to know more about the available plans.,neutral,10,0
TKT00431,app,Great service and clear communication from the support team. My ticket number is 32818.,positive,14,0
TKT00432,phone,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1
TKT00433,email,I need information about the payment process.,neutral,7,0
TKT00434,phone,The product quality is bad and I regret purchasing it. Please respond as soon as possible.,negative,16,1
TKT00435,social,The app experience is smooth and reliable.,positive,7,0
TKT00436,social,The installation was completed on time and everything works perfectly. My ticket number is 61911. I appreciate the quick response.,positive,20,0
TKT00437,email,Please provide the steps to activate analytics. My ticket number is 87010.,neutral,12,0
TKT00438,chat,I would like to know more about the available plans. My ticket number is 12223.,neutral,15,0
TKT00439,social,I am satisfied with the plan and would recommend it to others.,positive,12,0
TKT00440,social,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 77449.,negative,16,1
TKT00441,app,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00442,chat,The product quality is bad and I regret purchasing it.,negative,10,1
TKT00443,social,The product quality is bad and I regret purchasing it. My ticket number is 80837. Please respond as soon as possible.,negative,21,1
TKT00444,social,The app experience is smooth and reliable.,positive,7,0
TKT00445,app,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1
TKT00446,chat,The delivery was smooth and the product quality is excellent. My ticket number is 38526.,positive,15,0
TKT00447,app,I want to understand the warranty terms for this product.,neutral,10,0
TKT00448,social,Your support team resolved my issue quickly. Thank you. My ticket number is 12970.,positive,14,0
TKT00449,phone,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1
TKT00450,phone,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00451,chat,Great service and clear communication from the support team.,positive,9,0
TKT00452,chat,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT00453,chat,Great service and clear communication from the support team. My ticket number is 51307.,positive,14,0
TKT00454,email,The subscription is working well and I am happy with the service.,positive,12,0
TKT00455,email,The app crashes whenever I try to use tracking. My ticket number is 70429. Please respond as soon as possible.,negative,20,1
TKT00456,app,Great service and clear communication from the support team. I appreciate the quick response.,positive,14,0
TKT00457,email,The app crashes whenever I try to use video call.,negative,10,1
TKT00458,app,Can someone explain the difference between the plans?,neutral,8,0
TKT00459,phone,I would like to know more about the available plans. My ticket number is 73877.,neutral,15,0
TKT00460,social,The router keeps failing and support has not resolved my issue. My ticket number is 98977.,negative,16,0
TKT00461,app,The app experience is smooth and reliable. My ticket number is 30762.,positive,12,0
TKT00462,social,The refund process was fast and convenient.,positive,7,0
TKT00463,phone,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 23741.,negative,16,0
TKT00464,phone,I need information about the payment process. Please respond as soon as possible.,neutral,13,1
TKT00465,phone,The insurance policy is working well and I am happy with the service. I appreciate the quick response.,positive,18,0
TKT00466,phone,Billing is incorrect and I was charged twice this month.,negative,10,1
TKT00467,social,I am checking if there is any scheduled maintenance today. My ticket number is 37710.,neutral,15,0
TKT00468,email,Can you share the status of my dashboard request? My ticket number is 96412.,neutral,14,0
TKT00469,phone,Please tell me how to update my account details.,neutral,9,0
TKT00470,phone,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1
TKT00471,phone,The dashboard is working well and I am happy with the service.,positive,12,0
TKT00472,email,The insurance policy is working well and I am happy with the service.,positive,13,0
TKT00473,chat,I need information about the payment process.,neutral,7,0
TKT00474,email,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1
TKT00475,app,I need help finding the invoice for my last order.,neutral,10,0
TKT00476,email,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00477,phone,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00478,app,Please tell me how to update my account details. My ticket number is 17418.,neutral,14,0
TKT00479,email,Can you confirm whether my ticket has been assigned? My ticket number is 41483.,neutral,14,0
TKT00480,social,The internet speed is slow and customer care is not helping. My ticket number is 46313.,negative,16,0
TKT00481,social,Great service and clear communication from the support team.,positive,9,0
TKT00482,chat,Please tell me how to update my account details.,neutral,9,0
TKT00483,social,I am very unhappy because my account has not worked since last week. Please respond as soon as possible.,negative,19,1
TKT00484,app,The delivery was late and the package arrived damaged.,negative,9,1
TKT00485,phone,My refund is still pending and this experience is frustrating. My ticket number is 29850.,negative,15,1
TKT00486,social,I like the new profile update and it is easy to use. My ticket number is 57237. I appreciate the quick response.,positive,22,0
TKT00487,email,Can you share the status of my order request? Please respond as soon as possible.,neutral,15,1
TKT00488,app,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1
TKT00489,email,I am very unhappy because my service plan has not worked since last week. My ticket number is 36764.,negative,19,1
TKT00490,phone,The app experience is smooth and reliable. My ticket number is 25722. I appreciate the quick response.,positive,17,0
TKT00491,email,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 31913.,negative,16,0
TKT00492,chat,Can you share the status of my service plan request? My ticket number is 17050.,neutral,15,0
TKT00493,app,The response from the team was helpful and professional. I appreciate the quick response.,positive,14,0
TKT00494,email,The app crashes whenever I try to use video call. My ticket number is 20784. Please respond as soon as possible.,negative,21,1
TKT00495,chat,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1
TKT00496,email,I want to understand the warranty terms for this product.,neutral,10,0
TKT00497,phone,I need help finding the invoice for my last order. My ticket number is 55212.,neutral,15,0
TKT00498,email,I want to understand the warranty terms for this product. My ticket number is 23933.,neutral,15,0
TKT00499,phone,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00500,social,Great service and clear communication from the support team.,positive,9,0
TKT00501,social,Please tell me how to update my account details.,neutral,9,0
TKT00502,social,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT00503,app,The installation was completed on time and everything works perfectly. My ticket number is 84351. I appreciate the quick response.,positive,20,0
TKT00504,chat,I am very unhappy because my dashboard has not worked since this morning.,negative,13,1
TKT00505,email,I like the new analytics and it is easy to use.,positive,11,0
TKT00506,email,I would like to know more about the available plans. My ticket number is 34574. Please respond as soon as possible.,neutral,21,1
TKT00507,chat,I want to cancel because the service quality is poor and unreliable.,negative,12,1
TKT00508,phone,The subscription is working well and I am happy with the service.,positive,12,0
TKT00509,social,The refund process was fast and convenient. My ticket number is 10632. I appreciate the quick response.,positive,17,0
TKT00510,email,I need help finding the invoice for my last order. My ticket number is 10347. Please respond as soon as possible.,neutral,21,1
TKT00511,social,Please tell me how to update my account details. My ticket number is 69866.,neutral,14,0
TKT00512,email,I need help finding the invoice for my last order. My ticket number is 54150.,neutral,15,0
TKT00513,email,Great service and clear communication from the support team. I appreciate the quick response.,positive,14,0
TKT00514,chat,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00515,phone,Your support team resolved my issue quickly. Thank you. My ticket number is 89184.,positive,14,0
TKT00516,phone,I want to understand the warranty terms for this product. Please respond as soon as possible.,neutral,16,1
TKT00517,app,The router is working well and I am happy with the service.,positive,12,0
TKT00518,social,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT00519,social,The response from the team was helpful and professional. My ticket number is 17034. I appreciate the quick response.,positive,19,0
TKT00520,social,I am very unhappy because my mobile app has not worked since after the recent update. My ticket number is 28058.,negative,21,0
TKT00521,email,The response from the team was helpful and professional. My ticket number is 79583.,positive,14,0
TKT00522,chat,I want to understand the warranty terms for this product.,neutral,10,0
TKT00523,social,Please tell me how to update my account details. My ticket number is 48621. Please respond as soon as possible.,neutral,20,1
TKT00524,chat,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00525,email,I am satisfied with the plan and would recommend it to others.,positive,12,0
TKT00526,email,The service plan is working well and I am happy with the service. My ticket number is 65898.,positive,18,0
TKT00527,chat,My refund is still pending and this experience is frustrating. My ticket number is 21761.,negative,15,0
TKT00528,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 13848.,negative,17,1
TKT00529,phone,The service plan is working well and I am happy with the service.,positive,13,0
TKT00530,phone,I am very unhappy because my account has not worked since last week.,negative,13,1
TKT00531,chat,Can you share the status of my router request? My ticket number is 57965.,neutral,14,0
TKT00532,email,The response from the team was helpful and professional. My ticket number is 83181.,positive,14,0
TKT00533,chat,Please provide the steps to activate tracking.,neutral,7,0
TKT00534,app,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00535,social,The refund process was fast and convenient.,positive,7,0
TKT00536,chat,The refund process was fast and convenient. My ticket number is 71221.,positive,12,0
TKT00537,social,I need information about the payment process.,neutral,7,0
TKT00538,phone,The product quality is bad and I regret purchasing it. My ticket number is 51052.,negative,15,0
TKT00539,phone,Billing is incorrect and I was charged twice this month. My ticket number is 54076.,negative,15,1
TKT00540,app,I want to understand the warranty terms for this product. Please respond as soon as possible.,neutral,16,1
TKT00541,chat,Can you confirm whether my ticket has been assigned? My ticket number is 90276.,neutral,14,0
TKT00542,phone,I would like to know more about the available plans. My ticket number is 97646.,neutral,15,0
TKT00543,social,The product quality is bad and I regret purchasing it.,negative,10,0
TKT00544,email,Billing is incorrect and I was charged twice this month. Please respond as soon as possible.,negative,16,1
TKT00545,email,The delivery was smooth and the product quality is excellent. My ticket number is 96050.,positive,15,0
TKT00546,social,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0
TKT00547,social,Great service and clear communication from the support team. I appreciate the quick response.,positive,14,0
TKT00548,social,Can you share the status of my insurance policy request? Please respond as soon as possible.,neutral,16,1
TKT00549,email,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1
TKT00550,app,The internet speed is slow and customer care is not helping.,negative,11,1
TKT00551,chat,Great service and clear communication from the support team.,positive,9,0
TKT00552,app,I am satisfied with the plan and would recommend it to others.,positive,12,0
TKT00553,phone,I am satisfied with the plan and would recommend it to others. My ticket number is 67350.,positive,17,0
TKT00554,app,I would like to know more about the available plans.,neutral,10,0
TKT00555,chat,Can you share the status of my service plan request? Please respond as soon as possible.,neutral,16,1
TKT00556,social,Please provide the steps to activate profile update.,neutral,8,0
TKT00557,app,Please tell me how to update my account details.,neutral,9,0
TKT00558,app,The internet speed is slow and customer care is not helping.,negative,11,1
TKT00559,social,I would like to know more about the available plans.,neutral,10,0
TKT00560,phone,I want to understand the warranty terms for this product. My ticket number is 43671.,neutral,15,0
TKT00561,app,I want to cancel because the service quality is poor and unreliable. My ticket number is 25930.,negative,17,1
TKT00562,app,Please provide the steps to activate report download.,neutral,8,0
TKT00563,phone,I am satisfied with the plan and would recommend it to others.,positive,12,0
TKT00564,phone,Please tell me how to update my account details.,neutral,9,0
TKT00565,phone,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0
TKT00566,social,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00567,chat,I need information about the payment process.,neutral,7,0
TKT00568,email,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1
TKT00569,app,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1
TKT00570,social,Great service and clear communication from the support team.,positive,9,0
TKT00571,phone,I like the new payment and it is easy to use. My ticket number is 12238.,positive,16,0
TKT00572,app,The refund process was fast and convenient.,positive,7,0
TKT00573,email,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00574,social,The service plan keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,18,1
TKT00575,email,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1
TKT00576,phone,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0
TKT00577,email,The refund process was fast and convenient.,positive,7,0
TKT00578,phone,The internet speed is slow and customer care is not helping. My ticket number is 75541.,negative,16,1
TKT00579,chat,The app experience is smooth and reliable. My ticket number is 73789.,positive,12,0
TKT00580,phone,Please tell me how to update my account details.,neutral,9,0
TKT00581,app,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00582,email,Please provide the steps to activate report download.,neutral,8,0
TKT00583,chat,Please provide the steps to activate tracking.,neutral,7,0
TKT00584,app,The insurance policy keeps failing and support has not resolved my issue.,negative,12,1
TKT00585,app,I want to understand the warranty terms for this product.,neutral,10,0
TKT00586,app,Please provide the steps to activate analytics.,neutral,7,0
TKT00587,phone,I need information about the payment process.,neutral,7,0
TKT00588,phone,I am very unhappy because my mobile app has not worked since last week.,negative,14,0
TKT00589,phone,I am checking if there is any scheduled maintenance today. My ticket number is 99366.,neutral,15,0
TKT00590,chat,Can you share the status of my service plan request?,neutral,10,0
TKT00591,app,I would like to know more about the available plans. My ticket number is 33714.,neutral,15,0
TKT00592,chat,The delivery was smooth and the product quality is excellent. My ticket number is 33077. I appreciate the quick response.,positive,20,0
TKT00593,social,I would like to know more about the available plans.,neutral,10,0
TKT00594,social,The internet speed is slow and customer care is not helping. My ticket number is 48604. Please respond as soon as possible.,negative,22,1
TKT00595,chat,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1
TKT00596,email,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0
TKT00597,email,The refund process was fast and convenient. My ticket number is 62103.,positive,12,0
TKT00598,chat,My refund is still pending and this experience is frustrating.,negative,10,1
TKT00599,phone,Your support team resolved my issue quickly. Thank you. I appreciate the quick response.,positive,14,0
TKT00600,phone,Can you share the status of my account request? My ticket number is 70140. Please respond as soon as possible.,neutral,20,1
TKT00601,app,I need information about the payment process.,neutral,7,0
TKT00602,phone,Great service and clear communication from the support team. My ticket number is 62127.,positive,14,0
TKT00603,social,I want to cancel because the service quality is poor and unreliable. Please respond as soon as possible.,negative,18,1
TKT00604,social,The internet speed is slow and customer care is not helping. Please respond as soon as possible.,negative,17,1
TKT00605,app,Billing is incorrect and I was charged twice this month. My ticket number is 83821.,negative,15,1
TKT00606,phone,The app experience is smooth and reliable. I appreciate the quick response.,positive,12,0
TKT00607,email,The delivery was late and the package arrived damaged.,negative,9,1
TKT00608,phone,Can someone explain the difference between the plans?,neutral,8,0
TKT00609,chat,The mobile app is working well and I am happy with the service. My ticket number is 23537.,positive,18,0
TKT00610,chat,Please tell me how to update my account details.,neutral,9,0
TKT00611,chat,Can you confirm whether my ticket has been assigned? My ticket number is 30562.,neutral,14,0
TKT00612,phone,I want to cancel because the service quality is poor and unreliable. Please respond as soon as possible.,negative,18,1
TKT00613,phone,I am satisfied with the plan and would recommend it to others.,positive,12,0
TKT00614,chat,I am very unhappy because my insurance policy has not worked since after the recent update.,negative,16,0
TKT00615,chat,I need information about the payment process.,neutral,7,0
TKT00616,chat,Please tell me how to update my account details.,neutral,9,0
TKT00617,phone,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1
TKT00618,app,The refund process was fast and convenient. My ticket number is 41814.,positive,12,0
TKT00619,email,The internet speed is slow and customer care is not helping. Please respond as soon as possible.,negative,17,1
TKT00620,email,I need help finding the invoice for my last order. My ticket number is 68738.,neutral,15,0
TKT00621,phone,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1
TKT00622,social,Billing is incorrect and I was charged twice this month. Please respond as soon as possible.,negative,16,1
TKT00623,email,Please provide the steps to activate profile update. Please respond as soon as possible.,neutral,14,1
TKT00624,social,The refund process was fast and convenient. My ticket number is 84852.,positive,12,0
TKT00625,chat,I am satisfied with the plan and would recommend it to others. My ticket number is 23879. I appreciate the quick response.,positive,22,0
TKT00626,email,I am satisfied with the plan and would recommend it to others. My ticket number is 28294. I appreciate the quick response.,positive,22,0
TKT00627,app,I am very unhappy because my service plan has not worked since after the recent update. Please respond as soon as possible.,negative,22,1
TKT00628,chat,Please tell me how to update my account details. My ticket number is 22245.,neutral,14,0
TKT00629,social,The response from the team was helpful and professional. My ticket number is 10973.,positive,14,0
TKT00630,chat,Can you share the status of my dashboard request? Please respond as soon as possible.,neutral,15,1
TKT00631,email,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00632,phone,The internet speed is slow and customer care is not helping. My ticket number is 78126.,negative,16,0
TKT00633,app,Great service and clear communication from the support team.,positive,9,0
TKT00634,phone,I want to cancel because the service quality is poor and unreliable.,negative,12,0
TKT00635,chat,The delivery was late and the package arrived damaged.,negative,9,0
TKT00636,phone,The app crashes whenever I try to use payment. My ticket number is 96990.,negative,14,1
TKT00637,email,Can someone explain the difference between the plans?,neutral,8,0
TKT00638,email,I want to cancel because the service quality is poor and unreliable. My ticket number is 84675.,negative,17,0
TKT00639,phone,Please provide the steps to activate tracking. My ticket number is 63727.,neutral,12,0
TKT00640,phone,I am satisfied with the plan and would recommend it to others. My ticket number is 18749.,positive,17,0
TKT00641,chat,Can you share the status of my insurance policy request? Please respond as soon as possible.,neutral,16,1
TKT00642,social,The delivery was late and the package arrived damaged. My ticket number is 70775. Please respond as soon as possible.,negative,20,1
TKT00643,app,I am very unhappy because my subscription has not worked since yesterday. Please respond as soon as possible.,negative,18,1
TKT00644,email,I want to understand the warranty terms for this product. My ticket number is 99795.,neutral,15,0
TKT00645,phone,Please provide the steps to activate profile update. My ticket number is 78907.,neutral,13,0
TKT00646,app,The product quality is bad and I regret purchasing it. My ticket number is 45569.,negative,15,1
TKT00647,social,I need information about the payment process. Please respond as soon as possible.,neutral,13,1
TKT00648,phone,The dashboard keeps failing and support has not resolved my issue.,negative,11,1
TKT00649,app,The response from the team was helpful and professional. My ticket number is 71586.,positive,14,0
TKT00650,phone,I am checking if there is any scheduled maintenance today. Please respond as soon as possible.,neutral,16,1
TKT00651,phone,Please tell me how to update my account details.,neutral,9,0
TKT00652,chat,My refund is still pending and this experience is frustrating.,negative,10,0
TKT00653,phone,I want to cancel because the service quality is poor and unreliable.,negative,12,1
TKT00654,social,The internet speed is slow and customer care is not helping.,negative,11,0
TKT00655,phone,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0
TKT00656,social,Great service and clear communication from the support team. I appreciate the quick response.,positive,14,0
TKT00657,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT00658,app,I am very unhappy because my subscription has not worked since last week.,negative,13,0
TKT00659,social,The response from the team was helpful and professional.,positive,9,0
TKT00660,phone,Can you share the status of my insurance policy request? My ticket number is 98075.,neutral,15,0
TKT00661,social,Please provide the steps to activate analytics.,neutral,7,0
TKT00662,app,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1
TKT00663,app,I am satisfied with the plan and would recommend it to others. I appreciate the quick response.,positive,17,0
TKT00664,phone,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0
TKT00665,chat,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00666,social,I would like to know more about the available plans. My ticket number is 69562.,neutral,15,0
TKT00667,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0
TKT00668,chat,I like the new report download and it is easy to use.,positive,12,0
TKT00669,email,Billing is incorrect and I was charged twice this month. My ticket number is 63025.,negative,15,0
TKT00670,social,Please tell me how to update my account details.,neutral,9,0
TKT00671,chat,I would like to know more about the available plans.,neutral,10,0
TKT00672,chat,I want to understand the warranty terms for this product.,neutral,10,0
TKT00673,phone,I want to cancel because the service quality is poor and unreliable.,negative,12,0
TKT00674,social,The response from the team was helpful and professional. I appreciate the quick response.,positive,14,0
TKT00675,email,I would like to know more about the available plans. Please respond as soon as possible.,neutral,16,1
TKT00676,social,The refund process was fast and convenient. My ticket number is 86050.,positive,12,0
TKT00677,phone,Your support team resolved my issue quickly. Thank you.,positive,9,0
TKT00678,email,I like the new report download and it is easy to use.,positive,12,0
TKT00679,chat,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1
TKT00680,social,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00681,email,I would like to know more about the available plans.,neutral,10,0
TKT00682,chat,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00683,chat,I have raised multiple tickets but nobody has fixed the problem.,negative,11,0
TKT00684,email,The delivery was smooth and the product quality is excellent. My ticket number is 71797.,positive,15,0
TKT00685,social,Please provide the steps to activate video call.,neutral,8,0
TKT00686,chat,The router is working well and I am happy with the service.,positive,12,0
TKT00687,email,Great service and clear communication from the support team. My ticket number is 68820.,positive,14,0
TKT00688,social,I need help finding the invoice for my last order. My ticket number is 16281. Please respond as soon as possible.,neutral,21,1
TKT00689,social,Can you share the status of my router request?,neutral,9,0
TKT00690,email,Great service and clear communication from the support team.,positive,9,0
TKT00691,phone,Can you share the status of my service plan request?,neutral,10,0
TKT00692,social,The delivery was smooth and the product quality is excellent. My ticket number is 80757. I appreciate the quick response.,positive,20,0
TKT00693,chat,I need help finding the invoice for my last order.,neutral,10,0
TKT00694,chat,I am very unhappy because my mobile app has not worked since last week.,negative,14,0
TKT00695,app,The refund process was fast and convenient. My ticket number is 52737.,positive,12,0
TKT00696,email,Please tell me how to update my account details.,neutral,9,0
TKT00697,social,I am very unhappy because my account has not worked since three days ago. My ticket number is 59012. Please respond as soon as possible.,negative,25,1
TKT00698,social,The mobile app keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,18,1
TKT00699,app,The installation was completed on time and everything works perfectly. My ticket number is 59377.,positive,15,0
TKT00700,phone,I have raised multiple tickets but nobody has fixed the problem. My ticket number is 50414. Please respond as soon as possible.,negative,22,1
TKT00701,phone,Billing is incorrect and I was charged twice this month.,negative,10,0
TKT00702,social,I need information about the payment process. Please respond as soon as possible.,neutral,13,1
TKT00703,chat,I am checking if there is any scheduled maintenance today.,neutral,10,0
TKT00704,social,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00705,social,Great service and clear communication from the support team. My ticket number is 58867.,positive,14,0
TKT00706,chat,The delivery was smooth and the product quality is excellent. My ticket number is 78738.,positive,15,0
TKT00707,app,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0
TKT00708,social,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00709,app,The installation was completed on time and everything works perfectly.,positive,10,0
TKT00710,app,The refund process was fast and convenient.,positive,7,0
TKT00711,social,The insurance policy keeps failing and support has not resolved my issue. My ticket number is 78584.,negative,17,0
TKT00712,social,Your support team resolved my issue quickly. Thank you. I appreciate the quick response.,positive,14,0
TKT00713,app,I want to cancel because the service quality is poor and unreliable. My ticket number is 18716.,negative,17,1
TKT00714,social,The delivery was smooth and the product quality is excellent.,positive,10,0
TKT00715,social,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1
TKT00716,chat,Can you share the status of my dashboard request? My ticket number is 97441.,neutral,14,0
TKT00717,email,I am very unhappy because my order has not worked since yesterday.,negative,12,0
TKT00718,phone,I am checking if there is any scheduled maintenance today. Please respond as soon as possible.,neutral,16,1
TKT00719,social,I need help finding the invoice for my last order.,neutral,10,0
TKT00720,phone,The order is working well and I am happy with the service. My ticket number is 10565. I appreciate the quick response.,positive,22,0
